session_id,Admin_Unit_Code,park_name,habitat,is_shared_park,Plot_Name,Site_Name,Date,Visit,Observer,month,month_name,week,day_of_season,start_hour,time_band,session_duration_min,Temperature,Humidity,temp_band,humidity_band,Sky,Wind,Disturbance,species_per_session,sightings_per_session,at_risk_sightings,flyovers,pct_at_risk_per_session,has_at_risk
MANA-0165|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0165,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,9,Late (9-10am),10.0,30.7999992370605,64.0,>30C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,12,17,0,3,0.0,False
MANA-0165|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0165,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,6,Early (5-6am),10.0,20.3999996185303,89.6999969482422,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,7,8,0,1,0.0,False
MANA-0170|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0170,MANA 3,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,9,Late (9-10am),10.0,22.0,69.0,20-25C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,6,7,0,0,0.0,False
MANA-0170|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0170,MANA 3,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,8,Mid (7-8am),10.0,25.7000007629395,74.6999969482422,25-30C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,5,8,0,0,0.0,False
MANA-0171|2018-05-15|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0171,,2018-05-15,1,Kimberly Serno,2018-05,May,20,8,6,Early (5-6am),10.0,22.8999996185303,70.0999984741211,20-25C,60-80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,8,10,0,1,0.0,False
MANA-0171|2018-06-19|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0171,,2018-06-19,2,Elizabeth Oswald,2018-06,June,25,43,6,Early (5-6am),10.0,23.3999996185303,86.5,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,8,8,2,0,25.0,True
MANA-0171|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0171,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,8,Mid (7-8am),10.0,25.1000003814697,63.4000015258789,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,5,8,0,0,0.0,False
MANA-0173|2018-05-15|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0173,,2018-05-15,1,Kimberly Serno,2018-05,May,20,8,9,Late (9-10am),10.0,27.2999992370605,60.0,25-30C,40-60%,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,8,8,0,1,0.0,False
MANA-0173|2018-06-19|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0173,,2018-06-19,2,Elizabeth Oswald,2018-06,June,25,43,6,Early (5-6am),10.0,22.8999996185303,88.5,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,11,12,0,1,0.0,False
MANA-0173|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0173,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,7,Mid (7-8am),10.0,24.5,67.1999969482422,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,7,0,0,0.0,False
MANA-0178|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0178,,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,6,Early (5-6am),10.0,23.3999996185303,69.4000015258789,20-25C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,Slight effect on count,13,14,0,0,0.0,False
MANA-0178|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0178,,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,5,Early (5-6am),10.0,23.2999992370605,74.0999984741211,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,5,5,0,1,0.0,False
MANA-0178|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0178,,2018-07-14,3,Kimberly Serno,2018-07,July,28,68,8,Mid (7-8am),10.0,25.2000007629395,77.5,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,6,7,0,1,0.0,False
MANA-0196|2018-05-15|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0196,,2018-05-15,1,Kimberly Serno,2018-05,May,20,8,10,Late (9-10am),10.0,31.2000007629395,56.7999992370605,>30C,40-60%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,8,8,0,2,0.0,False
MANA-0196|2018-06-19|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0196,,2018-06-19,2,Elizabeth Oswald,2018-06,June,25,43,6,Early (5-6am),10.0,23.2999992370605,88.1999969482422,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,11,11,0,1,0.0,False
MANA-0196|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0196,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,7,Mid (7-8am),10.0,28.2000007629395,52.0,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,8,9,0,0,0.0,False
MANA-0197|2018-05-15|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0197,,2018-05-15,1,Kimberly Serno,2018-05,May,20,8,9,Late (9-10am),10.0,26.5,69.3000030517578,25-30C,60-80%,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,4,5,0,0,0.0,False
MANA-0197|2018-06-19|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0197,,2018-06-19,2,Elizabeth Oswald,2018-06,June,25,43,6,Early (5-6am),10.0,23.2000007629395,85.5,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,10,10,1,0,10.0,True
MANA-0197|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0197,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,7,Mid (7-8am),10.0,24.1000003814697,71.6999969482422,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,9,12,0,2,0.0,False
MANA-0202|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0202,MANA 4,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,9,Late (9-10am),10.0,21.5,78.5,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,5,7,0,0,0.0,False
MANA-0202|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0202,MANA 4,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,7,Mid (7-8am),10.0,23.2000007629395,87.6999969482422,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,9,10,0,0,0.0,False
MANA-0205|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0205,MANA 3,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,6,Early (5-6am),10.0,22.5,68.8000030517578,20-25C,60-80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,7,0,0,0.0,False
MANA-0205|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0205,MANA 3,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,6,Early (5-6am),10.0,22.7999992370605,77.6999969482422,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,7,0,0,0.0,False
MANA-0213|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0213,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,8,Mid (7-8am),11.0,22.0,69.0,20-25C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,No effect on count,9,10,1,1,10.0,True
MANA-0213|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0213,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,7,Mid (7-8am),10.0,25.2000007629395,85.9000015258789,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,13,0,0,0.0,False
MANA-0213|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0213,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,8,Mid (7-8am),10.0,23.8999996185303,91.3000030517578,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,0,2,0.0,False
MANA-0214|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0214,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,9,Late (9-10am),10.0,22.0,69.0,20-25C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,No effect on count,7,12,0,3,0.0,False
MANA-0214|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0214,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,7,Mid (7-8am),10.0,25.2999992370605,81.4000015258789,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,13,0,0,0.0,False
MANA-0214|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0214,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,8,Mid (7-8am),10.0,22.7000007629395,87.5,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,10,0,0,0.0,False
MANA-0215|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0215,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,10,Late (9-10am),11.0,22.0,69.0,20-25C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,7,15,0,5,0.0,False
MANA-0215|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0215,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,8,Mid (7-8am),10.0,27.0,86.4000015258789,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,9,12,0,2,0.0,False
MANA-0215|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0215,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,7,Mid (7-8am),10.0,22.7999992370605,89.5,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,4,7,0,1,0.0,False
MANA-0218|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0218,MANA 3,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,10,Late (9-10am),10.0,20.8999996185303,88.9000015258789,20-25C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,8,9,1,0,11.11,True
MANA-0218|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0218,MANA 3,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,5,Early (5-6am),10.0,23.0,70.5999984741211,20-25C,60-80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,5,6,1,0,16.67,True
MANA-0223|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0223,MANA 4,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,5,Early (5-6am),10.0,21.3999996185303,70.9000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,9,12,0,0,0.0,False
MANA-0229|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0229,MANA 3,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,7,Mid (7-8am),10.0,20.0,82.5999984741211,15-20C,>80%,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,Slight effect on count,9,10,0,0,0.0,False
MANA-0229|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0229,MANA 3,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,6,Early (5-6am),10.0,22.2999992370605,79.5,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,8,0,0,0.0,False
MANA-0230|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0230,,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,8,Mid (7-8am),10.0,19.3999996185303,89.5,15-20C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,11,14,0,1,0.0,False
MANA-0230|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0230,,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,7,Mid (7-8am),10.0,27.7999992370605,68.3000030517578,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,9,11,0,0,0.0,False
MANA-0230|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0230,,2018-07-14,3,Kimberly Serno,2018-07,July,28,68,8,Mid (7-8am),10.0,24.7999992370605,72.0,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,11,13,0,0,0.0,False
MANA-0232|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0232,,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,8,Mid (7-8am),10.0,20.2000007629395,89.5999984741211,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,11,12,0,2,0.0,False
MANA-0232|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0232,,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,8,Mid (7-8am),10.0,29.0,67.0999984741211,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,7,0,0,0.0,False
MANA-0232|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0232,,2018-07-14,3,Kimberly Serno,2018-07,July,28,68,9,Late (9-10am),10.0,28.0,55.2000007629395,25-30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,4,5,0,0,0.0,False
MANA-0234|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0234,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,8,Mid (7-8am),11.0,22.0,69.0,20-25C,60-80%,Fog,Light breeze (4-7 mph) wind felt on face,Slight effect on count,8,11,0,3,0.0,False
MANA-0234|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0234,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,7,Mid (7-8am),10.0,23.6000003814697,84.5999984741211,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,9,14,0,0,0.0,False
MANA-0234|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0234,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,8,Mid (7-8am),10.0,24.2000007629395,92.8000030517578,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,7,0,2,0.0,False
MANA-0235|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0235,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,9,Late (9-10am),11.0,22.0,69.0,20-25C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,7,11,0,4,0.0,False
MANA-0235|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0235,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,9,Late (9-10am),10.0,30.7999992370605,85.4000015258789,>30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,13,0,0,0.0,False
MANA-0235|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0235,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,7,Mid (7-8am),10.0,21.8999996185303,86.8000030517578,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,14,0,3,0.0,False
MANA-0236|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0236,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,10,Late (9-10am),11.0,22.0,69.0,20-25C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,4,9,0,3,0.0,False
MANA-0236|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0236,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,8,Mid (7-8am),10.0,29.7000007629395,73.0999984741211,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,11,14,0,0,0.0,False
MANA-0236|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0236,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,7,Mid (7-8am),10.0,22.2000007629395,85.4000015258789,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,11,0,0,0.0,False
MANA-0240|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0240,MANA 4,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,7,Mid (7-8am),10.0,19.2999992370605,86.1999969482422,15-20C,>80%,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,15,16,0,0,0.0,False
MANA-0240|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0240,MANA 4,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,6,Early (5-6am),10.0,21.7000007629395,86.0999984741211,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,14,16,0,0,0.0,False
MANA-0241|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0241,,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,7,Mid (7-8am),10.0,20.2000007629395,82.0,20-25C,>80%,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,14,15,0,2,0.0,False
MANA-0241|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0241,,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,6,Early (5-6am),10.0,21.5,87.3000030517578,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,12,1,1,8.33,True
MANA-0241|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0241,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,8,Mid (7-8am),10.0,28.0,49.9000015258789,25-30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,6,7,0,2,0.0,False
MANA-0243|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0243,MANA 4,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,6,Early (5-6am),10.0,20.6000003814697,73.5999984741211,20-25C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,7,9,0,0,0.0,False
MANA-0243|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0243,MANA 4,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,6,Early (5-6am),10.0,21.2000007629395,79.6999969482422,20-25C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,8,12,0,0,0.0,False
MANA-0246|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0246,,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,9,Late (9-10am),10.0,21.0,84.9000015258789,20-25C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,8,9,0,0,0.0,False
MANA-0246|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0246,,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,7,Mid (7-8am),10.0,27.1000003814697,77.9000015258789,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,9,14,0,1,0.0,False
MANA-0246|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0246,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,10,Late (9-10am),10.0,31.7999992370605,40.5,>30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,5,8,0,2,0.0,False
MANA-0253|2018-05-14|V1,MANA,Manassas National Battlefield Park,Forest,True,MANA-0253,MANA 3,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,8,Mid (7-8am),10.0,20.2999992370605,88.8000030517578,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,11,0,0,0.0,False
MANA-0253|2018-06-18|V2,MANA,Manassas National Battlefield Park,Forest,True,MANA-0253,MANA 3,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,8,Mid (7-8am),10.0,27.7999992370605,68.3000030517578,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,11,1,0,9.09,True
MANA-0255|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0255,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,8,Mid (7-8am),11.0,22.0,69.0,20-25C,60-80%,Fog,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,7,11,0,3,0.0,False
MANA-0255|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0255,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,6,Early (5-6am),10.0,23.3999996185303,77.0999984741211,20-25C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,14,0,0,0.0,False
MANA-0255|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0255,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,6,Early (5-6am),10.0,20.8999996185303,81.5999984741211,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,10,12,0,2,0.0,False
MANA-0256|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0256,,2018-05-14,1,Brian Swimelar,2018-05,May,20,7,10,Late (9-10am),11.0,22.0,69.0,20-25C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,Slight effect on count,4,9,0,1,0.0,False
MANA-0256|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0256,,2018-06-18,2,Kimberly Serno,2018-06,June,25,42,6,Early (5-6am),10.0,22.3999996185303,78.8000030517578,20-25C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,8,13,0,0,0.0,False
MANA-0256|2018-07-16|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0256,,2018-07-16,3,Elizabeth Oswald,2018-07,July,29,70,7,Mid (7-8am),10.0,21.2999992370605,91.0,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,8,10,0,0,0.0,False
MANA-0267|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0267,,2018-05-14,1,Elizabeth Oswald,2018-05,May,20,7,7,Mid (7-8am),10.0,20.3999996185303,80.9000015258789,20-25C,>80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,12,13,1,0,7.69,True
MANA-0267|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0267,,2018-06-18,2,Brian Swimelar,2018-06,June,25,42,7,Mid (7-8am),10.0,27.8999996185303,66.4000015258789,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,4,7,0,0,0.0,False
MANA-0267|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0267,,2018-07-14,3,Kimberly Serno,2018-07,July,28,68,8,Mid (7-8am),10.0,23.6000003814697,75.6999969482422,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,5,6,0,0,0.0,False
MANA-0278|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0278,,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,8,Mid (7-8am),10.0,19.3999996185303,86.6999969482422,15-20C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,8,11,0,1,0.0,False
MANA-0278|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0278,,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,8,Mid (7-8am),10.0,29.7999992370605,68.6999969482422,25-30C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,7,8,0,1,0.0,False
MANA-0278|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0278,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,9,Late (9-10am),10.0,27.6000003814697,48.7999992370605,25-30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,4,6,0,0,0.0,False
MANA-0279|2018-05-14|V1,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0279,,2018-05-14,1,Kimberly Serno,2018-05,May,20,7,8,Mid (7-8am),10.0,20.3999996185303,82.5,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,9,10,0,1,0.0,False
MANA-0279|2018-06-18|V2,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0279,,2018-06-18,2,Elizabeth Oswald,2018-06,June,25,42,8,Mid (7-8am),10.0,27.6000003814697,72.3000030517578,25-30C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,6,7,0,1,0.0,False
MANA-0279|2018-07-14|V3,MANA,Manassas National Battlefield Park,Grassland,True,MANA-0279,,2018-07-14,3,Brian Swimelar,2018-07,July,28,68,9,Late (9-10am),10.0,27.6000003814697,48.7999992370605,25-30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Serious effect on count,4,4,0,0,0.0,False
MONO-0002|2018-05-10|V1,MONO,Monocacy National Battlefield,Grassland,True,MONO-0002,,2018-05-10,1,Kimberly Serno,2018-05,May,19,3,8,Mid (7-8am),10.0,19.2999992370605,70.4000015258789,15-20C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,7,10,0,1,0.0,False
MONO-0002|2018-06-05|V2,MONO,Monocacy National Battlefield,Grassland,True,MONO-0002,,2018-06-05,2,Brian Swimelar,2018-06,June,23,29,8,Mid (7-8am),10.0,24.3999996185303,48.4000015258789,20-25C,40-60%,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",Serious effect on count,6,9,0,2,0.0,False
MONO-0002|2018-07-11|V3,MONO,Monocacy National Battlefield,Grassland,True,MONO-0002,,2018-07-11,3,Elizabeth Oswald,2018-07,July,28,65,7,Mid (7-8am),10.0,21.3999996185303,73.9000015258789,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,4,6,0,0,0.0,False
